src,dst,sign,weight,share,tier,scope,citation,doi_or_url,fetched,evidence
D02,S23,+,2,,2,gulf,"Abulibdeh 2021, Analysis of urban heat island characteristics and mitigation strategies for eight arid and semi-arid Gulf cities",https://doi.org/10.1007/s12665-021-09540-7,yes,"In arid and semi-arid regions the temperature in urban centres can be 2 to 4 degC higher than the surroundings, and in Abu Dhabi the urban minus green area difference reached 5 degC."
D02,S23,-,2,,2,abu_dhabi,"Ramadan 2025, GEE-based analysis of land cover and LST in Abu Dhabi",https://doi.org/10.3389/fenvs.2025.1634243,yes,"Daytime summer land surface temperature of urban zones (42.1 degC) was about 8 degC cooler than bare desert (50.2 degC) in 2017 and 7.8 degC cooler in 2024, an inverted urban cool island, while built-up area grew 50 % from 2017 to 2024."
D02,S23,+,2,,2,abu_dhabi,"Dahy 2025, Tracing the Heat, LULC changes and UHI dynamics in Abu Dhabi",https://doi.org/10.5194/isprs-archives-XLVIII-G-2025-339-2025,yes,"Reclamation areas show sustained warming in both seasons (+2.93 degC per year summer, +4.20 degC per year winter) and urban areas a winter warming trend of +2.64 degC per year, with loss of water bodies and green space to reclamation exacerbating warming."
D17,S23,-,3,,2,abu_dhabi,"Mbarouk 2026, Effects of urbanization and vegetation on land surface temperature in Abu Dhabi",https://doi.org/10.3389/fenvs.2026.1813128,yes,"Each one percentage point increase in vegetation share corresponds to an estimated 6.92 degC decrease in mean LST (p = 0.002), while urban cover growth of 93 % from 2001 to 2019 had a non-significant relationship with LST after controlling for vegetation."
D01,D05,+,3,,4,abu_dhabi,"Gulf News 2018, Abu Dhabi gearing up to cope with 11 % growth in power demand (quoting Adwec)",https://gulfnews.com/business/abu-dhabi-gearing-up-to-cope-with-11-growth-in-power-demand-1.605761,yes,"Adwec's planning director named population growth from 1.4 million in 2005 to about 5 million in 2030 as the driving force behind electricity demand, with peak demand up 11 % to 6,255 MW and projected at 26,000 MW by 2030."
D01,D07,+,3,,4,abu_dhabi,"Gulf News 2018, Abu Dhabi gearing up to cope with 11 % growth in power demand (quoting Adwec)",https://gulfnews.com/business/abu-dhabi-gearing-up-to-cope-with-11-growth-in-power-demand-1.605761,yes,"Residential and commercial projects will drive nearly 90 % of water demand growth, from 664 million gallons per day at 3.7 % annual growth to 2030."
D09,D18,+,3,0.373,3,abu_dhabi,"SCAD 2020, Waste Statistics 2019, Abu Dhabi Emirate",https://scad.gov.ae/documents/20122/2313143/Waste%20Statistics%202019-Engv1.pdf,yes,"Total waste generated reached about 11.2 million tons in 2019, up 12 % on 2018, with construction and demolition waste up 19 % and forming 37.3 % of non-hazardous solid waste."
D01,D18,+,2,,4,abu_dhabi,"The National 2015, Abu Dhabi's growing waste problem (quoting Tadweer)",https://www.thenationalnews.com/uae/abu-dhabis-growing-waste-problem-1.41758,yes,"A population expected to double over the next 25 years is contributing to the capital's growing waste problem, with Al Dhafra landfill receiving about 2,000 lorries of trash a day."
D03,P04,+,3,,3,global,"OECD 2020, Non-exhaust Particulate Emissions from Road Transport",https://www.oecd.org/content/dam/oecd/en/publications/reports/2020/12/non-exhaust-particulate-emissions-from-road-transport_707739b7/4a4dc6ca-en.pdf,yes,"Non-exhaust PM from passenger vehicles worldwide is projected to rise 53.5 % along with transport demand from 0.85 Mt to 1.3 Mt by 2030, and non-exhaust sources are expected to comprise the vast majority of all PM from road traffic by 2035."
D03,P06,+,2,,3,global,"Pina 2022, A bottom-up modeling approach to quantify cold start emissions from urban road traffic",https://doi.org/10.1080/15568318.2022.2130841,yes,"Cold start emissions released in the first minutes after engine start contribute median values above 70 % of CO and hydrocarbon emissions on local roads where most trips begin."
D03,P05,+,1,,3,global,"Lin 2015, Low Emissions and Delay Optimization for an Isolated Signalized Intersection",https://doi.org/10.1371/journal.pone.0146018,yes,"Vehicles idling at signalized intersections increase fuel consumption and emissions of CO, HC plus NOx and PM, with an idle phase appearing once control delay exceeds 2 seconds and emissions rising with delay."
D06,P26,+,3,,3,global,"Salamanca 2014, Anthropogenic heating of the urban environment due to air conditioning",https://doi.org/10.1002/2013JD021225,yes,"In a WRF simulation of a 10 day extreme heat period over Phoenix, waste heat released by AC systems was maximum during the day and raised night-time 2 m air temperature by more than 1 degC in some urban locations."
D06,S23,+,2,,3,global,"Salamanca 2014, Anthropogenic heating of the urban environment due to air conditioning",https://doi.org/10.1002/2013JD021225,yes,"Releasing AC waste heat into the ambient environment exacerbates the nocturnal urban heat island and increases cooling demands, a self-reinforcing loop."
D10,D12,+,1,,4,abu_dhabi,"The Maritime Standard 2024, Big operational gains for Abu Dhabi",https://www.themaritimestandard.com/big-operational-gains-for-abu-dhabi/,yes,"Container throughput rose 13 % to 4.91 million TEU in 2023 and feeder container port calls increased by 34 %."
D16,P18,+,2,,3,gulf,"Jish Prakash 2015, The impact of dust storms on the Arabian Peninsula and the Red Sea",https://doi.org/10.5194/acp-15-199-2015,yes,"Most airborne dust is generated in desert and semi-desert areas, and the Arabian Peninsula, located in the dust belt, is a major dust source with 15 to 20 dust storms per year, with sources including the coastal areas of the UAE."
D14,P05,+,2,,2,global,"Mendoza 2022, Air Quality and Behavioral Impacts of Anti-Idling Campaigns in School Drop-Off Zones",https://doi.org/10.3390/atmos13050706,yes,"Idling may contribute up to 34 % or more to local air pollution levels, and at two Salt Lake County school drop-off zones an anti-idling campaign cut idling time 38 % and the number of idling vehicles 11 %."
# STATUS: complete, 42 edges, 22 sources
